Course Code,Course Title,Broad Subject,Setting,Credentials Authorizing Course,Notes
7834,Intermediate Level 3 Barbering (Concentrator),Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7835,Advanced Level 4 Barbering  (Capstone),Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7836,Introduction to Cosmetology,Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7837,Intermediate Level 2 Cosmetology (Concentrator),Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7838,Intermediate Level 3 Cosmetology (Concentrator),Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7839,Advanced Level 4 Cosmetology,Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7840,Intermediate Level 1 Manicuring (Concentrator),Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7841,Advanced Level 2 Manicuring (Capstone),Fashion and Interior Design,Career Technical Education,Full Authorization:CTE: Fashion and Interior DesignSingle Subject*: Home Economics,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
7900,Introduction to Health Science and Medical Technology,Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7910,Introduction to Biotechnology,Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7911,Intermediate Biotechnology (Concentrator),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7912,Advanced Biotechnology (Capstone),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7920,Introduction to Patient Care,Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7921,Intermediate Patient Care (Concentrator),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7922,Advanced Patient Care (Capstone),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7930,Introduction to Healthcare Administrative Services,Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7931,Intermediate Healthcare Administrative Services (Concentrator),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7932,Advanced Healthcare Administrative Services (Capstone),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7940,Introduction to Healthcare Operational Support Services,Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7941,Intermediate Healthcare Operational Support (Concentrator),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7942,Advanced Healthcare Operational Support (Capstone),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7950,Introduction to Public and Community Health,Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7951,Intermediate Public and Community Health (Concentrator),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7952,Advanced Public and Community Health (Capstone),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7960,Introduction to Mental and Behavioral Health,Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7961,Intermediate Mental and Behavioral Health (Concentrator),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
7962,Advanced Mental and Behavioral Health (Capstone),Health Science and Medical Technology,Career Technical Education,Full Authorization:CTE: Health Science and Medical Technology,
8000,"Introduction to Hospitality, Tourism, and Recreation","Hospitality, Tourism, and Recreation",Career Technical Education,"Full Authorization:CTE: Hospitality, Tourism, and RecreationSingle Subject*: Home Economics",*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8010,"Intermediate Food Science, Dietetics, and Nutrition (Concentrator)","Hospitality, Tourism, and Recreation",Career Technical Education,"Full Authorization:CTE: Hospitality, Tourism, and RecreationSingle Subject*: Home Economics",*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8011,"Advanced Food Science, Dietetics, and Nutrition (Capstone)","Hospitality, Tourism, and Recreation",Career Technical Education,"Full Authorization:CTE: Hospitality, Tourism, and RecreationSingle Subject*: Home Economics",*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8020,Intermediate Food Service and Hospitality (Concentrator),"Hospitality, Tourism, and Recreation",Career Technical Education,"Full Authorization:CTE: Hospitality, Tourism, and RecreationSingle Subject*: Home Economics",*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8021,Advanced Food Service and Hospitality (Capstone),"Hospitality, Tourism, and Recreation",Career Technical Education,"Full Authorization:CTE: Hospitality, Tourism, and RecreationSingle Subject*: Home Economics",*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8030,"Intermediate Hospitality, Tourism and Recreation (Concentrator)","Hospitality, Tourism, and Recreation",Career Technical Education,"Full Authorization:CTE: Hospitality, Tourism, and RecreationSingle Subject*: Home Economics",*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8031,"Advanced Hospitality, Tourism and Recreation (Capstone)","Hospitality, Tourism, and Recreation",Career Technical Education,"Full Authorization:CTE: Hospitality, Tourism, and RecreationSingle Subject*: Home Economics",*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8100,Introduction to Information and Communication Technologies,Information and Communication Technology,Career Technical Education,Full Authorization:CTE: Information and Communication TechnologiesSingle Subject*: Business; Industrial and Technology Education,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
8110,Introduction to Information Support Services,Information and Communication Technology,Career Technical Education,Full Authorization:CTE: Information and Communication TechnologiesSingle Subject*: Business; Industrial and Technology Education,*Use of flexibility afforded through Title 5 80004(c) is at the discretion of the employing agency.
